texto,label,emocion
"iba a llorar en un momento podía sentir un nudo en la garganta, pero logré detenerlo ya que estaba más distraído por la idea de hacer todos mis votos bien.",3,enojo
me siento más convencido de que no quiero dejar esto ir,1,alegria
me siento tan jodidamente rebelde todas las reglas y su tan regimentado como si la clase comienza en ellos están tomando rollo en,3,enojo
voy a perforar en el alma de los sujetos con una mirada helada hasta que se sienta tan perturbada como yo y se vaya.,0,tristeza
estoy sintiendo todo lo romántico y las cosas que llevo emily al club para comer el club de sam que es,2,amor
me siento frustrado y no puedo ver una manera de salvarlo,3,enojo
"siento que al final de una carrera no es porque rompí un récord personal o disfruté de la niebla que se eleva sobre el paseo marítimo durante el amanecer, es la sensación de logro saber que golpeé mi mente",0,tristeza
siento que va mucho más allá de la reverencia artística,1,alegria
me siento respetado donde trabajo,1,alegria
no puedo evitar sentir que me romperás de nuevo y que podrías no ser tan fiel como pareces.,2,amor
siento algún tipo de conexión sincera con todos con los que hablo mientras trabajo.,1,alegria
realmente pensé que después de tenerla dejaría de sentirme dolorida cuando me enteré de que otras personas se quedaban embarazadas.,0,tristeza
estoy muy emocionado de que me siento como estoy de vuelta donde estaba cuando empecé oh tan fabulosa terapia,1,alegria
"solía tirar twd como un ejemplo de doble excelencia cada vez que alguien defendía una historia de superhéroes tediosa, pero recientemente siento que los problemas individuales están sufriendo un poco.",0,tristeza
hago algo que te hace sentir molesta,3,enojo
me siento tan violento solo quiero romper un poco de vidrio,3,enojo
me encanta ser capaz de usar pantalones de pista en el tiempo del día con los puños enrollados con tobilleras y zapatos planos de ballet me encanta ser ridículamente cálido y sentirse presumido como veo a la gente luchando con bolsas con sus grandes abrigos con bolsillos como estos que necesita bolsas,1,alegria
siento que hago un trabajo horrible en retribuir desde este ángulo debido a mi propio horario de carreras y entrenamiento.,0,tristeza
me siento como una persona horrible a href http bryangregorylewis,0,tristeza
ideé a mí mismo en lugar de me había sugerido la distribución de flores y im esp satisfecho como compré las flores cuando no tenía mi tarjeta de banco se siente mucho más difícil de ser generoso cuando tiene que ser especialmente cuidadoso con el dinero y ahora me pregunto si esa fue la lección de perderlo,2,amor
realmente quiero que este estilo de vida saludable se convierta en un hábito en lugar de una necesidad porque en este momento me siento como un niño travieso al que se le niega la lata de galletas y enojado por dejarme poner peso en primer lugar.,2,amor
"en realidad me sentía un poco apático y desmotivado a principios de esta tarde, pero luego tomé una taza de café de mediana potencia en eso y ahora estoy estallando en las costuras",0,tristeza
"me siento súper perezoso sin capturas de pantalla que lo guíen hoy p, por lo tanto, lea cuidadosamente antes de continuar",1,alegria
me siento mezquino por pensar como si me sintiera estúpido porque dejé que las cosas me llegaran tan fácilmente.,3,enojo
me siento como ser sociable más,1,alegria
escucho ese pájaro sé que todo está bien y me siento seguro,1,alegria
termino sintiéndome exhausta por el resto del día.,0,tristeza
me siento dentro o cómo esa persona creativa parece haberse ido.,1,alegria
siento que el número es lo más importante en el futuro porque sentí el cambio en mi confianza y mojo tan pronto como llegué a la s,1,alegria
estoy muy atrás con mi trabajo en la novela de fantasía y me siento muy frustrado,3,enojo
siento que realmente me estoy instalando en mi vida aquí y finalmente estoy de vuelta en la españa que echo de menos durante más de años.,0,tristeza
"im de ninguna manera enorme, pero como im solo encuentro que cualquier peso extra en absoluto me hace sentir muy incómodo en mí mismo, así como mi ropa",4,miedo
"me siento esperanzado acerca de muchas cosas, lo cual es bueno.",1,alegria
"estoy muy emocionada por su cumpleaños, pero me siento súper nostálgica al respecto",1,alegria
siento el empujón decidido del espíritu santo para poner fin a mi sueño y amor propio,1,alegria
"no estoy seguro de cómo mis padres se sienten acerca de esto, pero mis abuelos manchester tía y tío están extasiados por mí",1,alegria
siento que debe ser una opción popular tener alteraciones hechas en otro lugar,1,alegria
me siento como blair solo quiere ser amado,2,amor
"empiezo a odiar el hecho de que cada vez que publico algo, eventualmente terminaría conmigo escribiendo sobre lo solo que me siento porque no tengo ninguna pareja romántica.",2,amor
me siento absolutamente asombrado por la historia que se desarrolla en mi vida,5,sorpresa
creo que estoy enojado conmigo mismo por sentirme hastiado después de solo cinco meses de enfermería.,0,tristeza
"me siento loco, ¿cuál es tu",3,enojo
tengo mis galletas favoritas en la casa de avena chip de chocolate y es difícil mantenerse alejado de ellos ya que im se sienten bastante desalentados últimamente,0,tristeza
me siento como una persona horrible y podrida por pensar que esta es la cosa más aislante que una mujer puede pasar y algunos días siendo dura no es una opción.,0,tristeza
me siento muy confiado en los últimos tiempos,1,alegria
sentía pena por mí mismo por qué yo,0,tristeza
me siento tan honrada y por suerte para mí que puedo publicar tarjetas,1,alegria
"me siento como en un lugar tan extraño en la vida, nadie a quien cuidar y nadie a quien le importe.",4,miedo
"ya no soy un fan brillante quiero decir que me gusta brillo sutil, pero esto es un poco como brillo de miedo donde siento que mis ojos son súper obvios y de aspecto aterrador",1,alegria
estaba sintiendo alegría felicidad éxtasis triunfo o amor me sentí satisfecho de alguna manera,1,alegria
"he experimentado muchas de las experiencias que menciona y, lamentablemente, esto me hizo darme cuenta de que la mayoría de las mujeres sienten que sus carreras profesionales serán determinadas de alguna manera por sus parejas si las apoyan o no.",1,alegria
salgo de la reunión sintiéndome más que un poco desanimado,0,tristeza
solo tengo una extraña sensación de que no había nada inocente en lo que eran script text javascript src http partner,1,alegria
me siento agitado al respecto,3,enojo
me siento asustado en lugar de acurrucarse como un puercoespín amenazado,4,miedo
¿cómo te sientes acerca de ti mismo entrenar en vano describir su ex novia novio fresco confusión describir su actual novio novia cuál es mi nombre,0,tristeza
me siento poco importante tan inadecuado,0,tristeza
no voy a seguir sobre las ansiedades que estoy sintiendo acerca de esto es ser tan neurótico como yo acerca de esto.,4,miedo
"siento que alguien ha sido perjudicado cuando siento que he sido perjudicado o cuando me enfado contra una acción que encuentro ofensiva, desenvaina mi espada y mi buen señor.",3,enojo
no quería caminar pasado allí por si los clientes se sienten perturbados,0,tristeza
me siento sorprendido de decir que estoy haciendo lo que sólo soñé con hacer de nuevo,5,sorpresa
fui a la inscripción pasó un sin incidentes cinco minutos sintiéndome profundamente divertido,1,alegria
enfermo encontrarte todos los días si no te sientes molesto,3,enojo
tengo la sensación de que él no está impresionado conmigo,5,sorpresa
podría hacer un poco de autoanálisis solo para mostrarles cómo hacerlo ustedes mismos si lo desean o hablaré sobre ciertas actividades o ejercicios que lo ayudarán a sentirse mejor o a convertirse en una mejor persona.,1,alegria
"los pondría a ellos y a sus sentimientos antes que a los míos, por lo que dije que era una locura.",3,enojo
me he encontrado a mí mismo mucho últimamente me siento desanimado acerca de muchas cosas en la vida,0,tristeza
"lo pienso, me siento un poco avergonzado de mí mismo porque he estado blogueando regularmente todo el año y no ha sido tan difícil.",0,tristeza
tenía que endurecer mi corazón para endurecer mi piel con el fin de protegerme de sentirme completamente devastada.,0,tristeza
me siento realmente solo y me siento como si me faltara una parte de mí mismo,0,tristeza
"aprendió que la gente olvidará lo que dijiste que la gente olvidará lo que hiciste, pero la gente nunca olvidará cómo los hiciste sentir, demostró que nuestro trabajo creativo puede ser una forma de mostrar amabilidad.",1,alegria
siento que es verdad que la diversión siempre radica en tener una idea y verla realizada y no tanto en el objeto o meta.,1,alegria
me sentía muy deprimido todos los días en medio de tener la vida de mis sueños.,0,tristeza
tengo la sensación de que se apresuró a,3,enojo
no me siento demasiado aficionada a la mayoría en este preciso momento.,2,amor
siento esta extraña sensación de importancia de la vida y el mundo cuando miro las estrellas toda la noche.,4,miedo
echo de menos a mis amigos amp me siento negligente,0,tristeza
honestamente esperaba que te despertaras un día sintiéndote terrible llorando sangre.,0,tristeza
i walia se siente sospechoso acerca de tarun y bani,4,miedo
siento que son perfectos si eres demasiado perezoso para arreglar tu cabello,1,alegria
me siento fuerte y disfruto de la fuerza de mi cuerpo sintiéndome bien sobre lo que puede hacer y cómo se ve mientras lo hace.,1,alegria
"prefiero sentirme valorado que simplemente ahorrar dinero, prefiero trabajar con personas que conozco personalmente.",1,alegria
estoy empezando a sentirme un poco más bienvenido en las sesiones.,1,alegria
uso emoticonos porque sería incómodo escribir me siento divertido por lo que está escribiendo en este momento en lugar de xd,1,alegria
"admitir que él es un buen diseñador, pero siento que es totalmente falso",0,tristeza
siento que el mensaje es demasiado cojo o algo así,0,tristeza
"hice un trabajo espiritual realmente valioso y crecí, por supuesto, pero salí de todo sintiéndome más fuerte, no más suave.",1,alegria
"sé que los entusiastas de los autos son un poco tribales y todos están empezando a sospechar de un periodista de autos que se volvió hacia el lado oscuro, pero no se preocupe, todavía prefiero cuatro ruedas a dos.",4,miedo
